,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,time_ride,date_hour,temp,location,clouds,pressure,rain,humidity,wind,time_weather
2188,2.59,Lyft,Theatre District,Northeastern University,22.5,1.0,b3a5d354-bee7-453e-b313-23d085974ae6,lyft_lux,Lux Black,2018-11-29 04:09:18.816,2018-11-29:04.09.18,37.47,Northeastern University,0.58,998.48,0.0,0.71,9.43,2018-11-29 04:09:18.000
1275,3.19,Lyft,Northeastern University,Financial District,22.5,1.0,0770443f-ccd0-4778-b804-4b104a5171af,lyft_premier,Lux,2018-11-28 09:32:18.878,2018-11-28:09.32.18,34.17,Financial District,0.42,991.74,0.0,0.81,5.97,2018-11-28 09:32:18.000
2004,0.48,Lyft,South Station,Financial District,27.5,1.75,a510bb60-7075-4d9b-93ab-0f68f706e6e7,lyft_lux,Lux Black,2018-11-26 06:14:16.086,2018-11-26:06.14.16,40.5,Financial District,1.0,1014.18,0.0,0.92,1.25,2018-11-26 06:14:16.000
687,1.03,Uber,North Station,North End,7.0,1.0,e1d1bb41-1433-47f0-9e50-09fe45b9ce44,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29 02:32:08.251,2018-11-29:02.32.08,38.08,North End,0.37,998.28,0.0,0.71,10.82,2018-11-29 02:32:08.000
2670,3.22,Uber,North Station,Northeastern University,19.5,1.0,57e9581b-8813-41f0-8bf3-e102ad492587,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 10:32:07.963,2018-11-28:10.32.07,32.62,Northeastern University,0.16,991.43,0.0,0.86,6.36,2018-11-28 10:32:07.000
1020,3.1,Lyft,Boston University,Theatre District,19.5,1.0,78767fc2-a538-40d9-ac2d-d2e5b2dbc798,lyft_premier,Lux,2018-11-28 11:06:24.597,2018-11-28:11.06.24,33.29,Theatre District,0.38,990.68,0.0,0.82,6.61,2018-11-28 11:06:24.000
2648,1.56,Lyft,North End,Beacon Hill,7.0,1.0,53ad5863-c3eb-419b-bcf7-6105e3d68e99,lyft,Lyft,2018-11-28 14:06:23.549,2018-11-28:14.06.23,38.39,Beacon Hill,0.48,991.69,0.0,0.67,11.36,2018-11-28 14:06:23.000
386,2.98,Uber,Theatre District,Boston University,7.5,1.0,5264da2b-8f18-490a-a4ab-b87e1a00959f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 15:02:08.679,2018-11-28:15.02.08,39.48,Boston University,0.28,991.75,0.0,0.65,8.35,2018-11-28 15:02:08.000
2984,2.94,Lyft,Back Bay,North End,27.5,1.0,5f7d0930-dcaf-44fa-beb9-1b0c06c84216,lyft_lux,Lux Black,2018-11-28 23:45:57.179,2018-11-28:23.45.57,39.43,North End,0.87,995.85,0.0,0.66,10.35,2018-11-28 23:45:57.000
2364,3.19,Lyft,Fenway,North Station,22.5,1.0,ac50774b-c2a0-4d7e-a10a-af390f761ac1,lyft_lux,Lux Black,2018-11-28 19:32:07.947,2018-11-28:19.32.07,40.56,North Station,1.0,992.54,0.0,0.66,9.86,2018-11-28 19:32:07.000
1527,4.4,Uber,Financial District,Fenway,11.5,1.0,ad62279c-3750-4cc5-b6e8-c57849ace99f,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 01:02:08.324,2018-11-29:01.02.08,38.61,Fenway,0.72,997.16,0.0,0.71,9.82,2018-11-29 01:02:08.000
3673,2.86,Uber,West End,Northeastern University,17.0,1.0,f37f26dc-b7db-452f-b1f8-d56efd5fdcfb,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 07:33:43.255,2018-11-28:07.33.43,34.87,Northeastern University,0.15,991.79,0.0,0.8,6.57,2018-11-28 07:33:43.000
570,1.06,Lyft,North End,West End,26.0,1.0,bbc1ba81-d459-4fa2-b025-76645f7eac02,lyft_luxsuv,Lux Black XL,2018-11-28 17:06:23.390,2018-11-28:17.06.23,41.39,West End,0.91,991.51,0.002,0.63,9.33,2018-11-28 17:06:23.000
403,3.06,Lyft,West End,Boston University,19.5,1.0,370902b5-e6c2-4da6-b44d-6705c8b34e14,lyft_plus,Lyft XL,2018-11-29 00:53:38.658,2018-11-29:00.53.38,38.81,Boston University,0.75,996.88,0.0,0.7,9.63,2018-11-29 00:53:38.000
717,0.49,Uber,North Station,Haymarket Square,6.5,1.0,755d72cd-c61a-4aad-b69c-f0d3782b40bb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 21:32:07.824,2018-11-28:21.32.07,40.57,Haymarket Square,0.83,994.01,0.0,0.65,9.59,2018-11-28 21:32:07.000
708,2.0,Lyft,North Station,South Station,16.5,1.0,38fee93a-be78-41e6-979f-b1c385f46e46,lyft_plus,Lyft XL,2018-11-28 14:02:07.925,2018-11-28:14.02.07,38.45,South Station,0.49,991.65,0.0,0.67,11.25,2018-11-28 14:02:07.000
2983,2.94,Lyft,Back Bay,North End,22.5,1.0,2efc30bf-1c62-42d8-834c-48a897dffde9,lyft_premier,Lux,2018-11-28 23:45:57.179,2018-11-28:23.45.57,39.43,North End,0.87,995.85,0.0,0.66,10.35,2018-11-28 23:45:57.000
2642,2.5,Lyft,Northeastern University,Beacon Hill,16.5,1.0,0266a114-b571-45a0-9e37-edf6cf17354e,lyft_premier,Lux,2018-11-28 14:06:23.361,2018-11-28:14.06.23,38.39,Beacon Hill,0.48,991.69,0.0,0.67,11.36,2018-11-28 14:06:23.000
1050,2.99,Lyft,North End,Back Bay,16.5,1.5,3837926a-fe71-4cac-8ffb-f4c5f6415bfe,lyft,Lyft,2018-11-28 07:31:37.689,2018-11-28:07.31.37,35.01,Back Bay,0.16,991.78,0.0,0.8,6.56,2018-11-28 07:31:37.000
3189,2.44,Lyft,Beacon Hill,Fenway,32.5,1.0,af5a4855-3d9c-4ec4-b28b-0d7a6893e479,lyft_luxsuv,Lux Black XL,2018-11-28 17:02:07.802,2018-11-28:17.02.07,41.49,Fenway,0.91,991.51,0.0,0.62,9.19,2018-11-28 17:02:07.000
3636,0.64,Lyft,Financial District,South Station,10.5,1.0,4fd22714-c521-41bb-b525-1fdb6f2ced48,lyft_plus,Lyft XL,2018-11-30 04:53:00.301,2018-11-30:04.53.00,32.88,South Station,0.0,1013.71,0.0,0.77,5.28,2018-11-30 04:53:00.000
2708,2.86,Uber,West End,Northeastern University,9.0,1.0,eaee0c62-4c66-4c8d-8cfc-1e32b372ac59,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 23:02:09.581,2018-11-28:23.02.09,39.88,Northeastern University,0.98,995.06,0.0,0.64,9.97,2018-11-28 23:02:09.000
1862,1.35,Uber,Haymarket Square,Beacon Hill,9.5,1.0,72676f52-6130-409a-8377-653d86cc1b7a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 00:45:22.894,2018-11-28:00.45.22,38.92,Beacon Hill,0.04,992.1,0.0,0.72,7.5,2018-11-28 00:45:22.000
3335,2.5,Uber,Beacon Hill,South Station,7.5,1.0,d8a7f729-7caf-4f85-98b3-38f458f61e87,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 15:06:22.598,2018-11-28:15.06.22,39.52,South Station,0.27,991.77,0.0,0.65,8.18,2018-11-28 15:06:22.000
3544,1.83,Uber,Back Bay,Haymarket Square,18.5,1.0,30cec4cc-7ac1-4987-a646-7024d582622f,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 18:06:23.560,2018-11-28:18.06.23,41.29,Haymarket Square,0.94,991.4,0.0,0.63,9.74,2018-11-28 18:06:23.000
2634,3.24,Lyft,North Station,Fenway,26.0,1.0,794179bc-9539-41e8-8e3d-b4287da64e0d,lyft_lux,Lux Black,2018-11-28 09:34:34.964,2018-11-28:09.34.34,33.25,Fenway,0.42,991.83,0.0,0.84,5.89,2018-11-28 09:34:34.000
115,1.21,Uber,North End,Financial District,26.5,1.0,76dcd072-5f33-40a2-be80-e04c729820e9,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29 01:02:08.406,2018-11-29:01.02.08,36.85,Financial District,0.71,997.12,0.0,0.76,10.0,2018-11-29 01:02:08.000
1703,0.58,Lyft,Financial District,South Station,3.5,1.0,30bec1cb-e4b3-4938-86c8-25675781ec9b,lyft_line,Shared,2018-11-28 11:06:24.803,2018-11-28:11.06.24,33.82,South Station,0.37,990.68,0.0,0.8,6.63,2018-11-28 11:06:24.000
939,2.6,Uber,Financial District,Northeastern University,16.0,1.0,fb48a270-c862-44b8-b2bf-78e8839a8104,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 17:02:08.132,2018-11-28:17.02.08,41.53,Northeastern University,0.91,991.51,0.0,0.62,9.21,2018-11-28 17:02:08.000
623,1.41,Uber,Boston University,Back Bay,12.0,1.0,dce34437-c205-49e1-96f1-788e9bd757eb,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-27 01:45:22.114,2018-11-27:01.45.22,44.18,Back Bay,1.0,1004.18,0.6364,0.91,12.39,2018-11-27 01:45:22.000
3216,3.3,Uber,Northeastern University,Financial District,26.0,1.0,7867560f-0e19-41cf-81e6-597b5409b6a1,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 17:32:07.350,2018-11-28:17.32.07,41.56,Financial District,0.85,991.66,0.0,0.63,9.94,2018-11-28 17:32:07.000
3098,2.33,Lyft,Boston University,Beacon Hill,10.5,1.0,1571b183-7f0f-4f40-b3ea-645b22e8dbb7,lyft,Lyft,2018-11-28 10:02:08.085,2018-11-28:10.02.08,33.45,Beacon Hill,0.13,991.18,0.0,0.83,5.55,2018-11-28 10:02:08.000
719,1.56,Uber,Back Bay,Boston University,8.5,1.0,4735ff2d-69a5-4a31-a106-4e971d687400,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 00:37:34.113,2018-11-29:00.37.34,38.65,Boston University,0.75,996.83,0.0,0.69,10.79,2018-11-29 00:37:34.000
1437,1.16,Uber,Theatre District,Haymarket Square,26.5,1.0,cf3b393c-66b7-4282-88a7-30cc532c9f6a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26 09:29:09.819,2018-11-26:09.29.09,40.88,Haymarket Square,1.0,1014.75,0.0,0.93,1.18,2018-11-26 09:29:09.000
257,3.1,Uber,North Station,Fenway,38.0,1.0,27304b87-892f-4ab1-9c3b-36ec5dceb59e,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 12:02:07.451,2018-11-28:12.02.07,34.58,Fenway,0.83,991.23,0.0,0.76,6.33,2018-11-28 12:02:07.000
1287,3.53,Lyft,North Station,Boston University,22.5,1.0,e57bffd7-6226-4c63-b987-e6294a20865e,lyft_premier,Lux,2018-11-29 04:32:07.830,2018-11-29:04.32.07,37.62,Boston University,0.49,998.77,0.0,0.71,9.81,2018-11-29 04:32:07.000
2608,1.22,Uber,Northeastern University,Back Bay,7.5,1.0,16f1a178-4b49-4142-80a3-b7ccf1bc3972,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 15:02:08.332,2018-11-28:15.02.08,39.52,Back Bay,0.27,991.75,0.0,0.65,8.19,2018-11-28 15:02:08.000
2090,2.79,Uber,Beacon Hill,Boston University,16.0,1.0,5926cc9e-45f6-42ac-87ea-441dd0a45cd1,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 23:53:40.525,2018-11-28:23.53.40,39.34,Boston University,0.85,995.99,0.0,0.66,10.35,2018-11-28 23:53:40.000
1136,2.42,Lyft,Beacon Hill,Fenway,27.5,1.0,707d51b7-0757-4e92-b39b-f1ceb067ec2a,lyft_luxsuv,Lux Black XL,2018-11-28 12:32:07.911,2018-11-28:12.32.07,35.95,Fenway,0.73,991.33,0.0,0.72,7.56,2018-11-28 12:32:07.000
2318,2.73,Lyft,Theatre District,Fenway,30.0,1.25,a9a55cdb-af6e-4e52-a7e0-9ca3f4995a33,lyft_lux,Lux Black,2018-11-26 09:29:09.817,2018-11-26:09.29.09,40.72,Fenway,1.0,1014.75,0.0,0.94,1.36,2018-11-26 09:29:09.000
1009,0.62,Uber,South Station,Theatre District,8.5,1.0,aba6094b-ab50-4291-86a2-5115c60f1306,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29 04:09:18.786,2018-11-29:04.09.18,37.47,Theatre District,0.59,998.46,0.0,0.71,9.49,2018-11-29 04:09:18.000
66,3.12,Lyft,Fenway,Theatre District,38.0,1.0,a69b0b32-79dd-4ede-ae1c-ef41ee72b866,lyft_luxsuv,Lux Black XL,2018-11-27 00:58:49.142,2018-11-27:00.58.49,43.95,Theatre District,0.98,1005.98,0.1884,0.9,9.95,2018-11-27 00:58:49.000
2815,1.35,Lyft,Haymarket Square,Beacon Hill,16.5,1.0,4b647c1d-487d-4693-b3d4-b2f456ea6125,lyft_lux,Lux Black,2018-11-29 04:39:58.660,2018-11-29:04.39.58,37.54,Beacon Hill,0.47,998.84,0.0019,0.72,10.14,2018-11-29 04:39:58.000
189,3.01,Uber,Boston University,North Station,10.0,1.0,a70b3c46-a749-431b-8c84-1caef2875f9d,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 13:02:07.990,2018-11-28:13.02.07,36.84,North Station,0.64,991.55,0.0,0.7,6.56,2018-11-28 13:02:07.000
1012,2.4,Lyft,Beacon Hill,Northeastern University,7.0,1.0,65487453-8c31-416e-b39a-201911f2b78f,lyft_line,Shared,2018-11-28 11:02:07.730,2018-11-28:11.02.07,33.28,Northeastern University,0.38,990.65,0.0,0.82,6.48,2018-11-28 11:02:07.000
1291,2.79,Uber,Beacon Hill,Boston University,19.5,1.0,ec229067-4391-4731-a0e9-43b26ad760e3,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 04:32:07.830,2018-11-29:04.32.07,37.62,Boston University,0.49,998.77,0.0,0.71,9.81,2018-11-29 04:32:07.000
2304,1.57,Uber,North End,Theatre District,13.5,1.0,769b11d3-72f0-4299-b165-7d90f86d22b8,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26 14:05:09.746,2018-11-26:14.05.09,42.54,Theatre District,0.91,1014.84,0.003,0.91,2.24,2018-11-26 14:05:09.000
196,2.38,Lyft,South Station,Beacon Hill,30.0,1.0,4f9c98d8-2f77-4bc5-abb2-d7080db0a5ad,lyft_luxsuv,Lux Black XL,2018-11-28 16:02:07.995,2018-11-28:16.02.07,41.07,Beacon Hill,0.62,991.56,0.0,0.62,9.9,2018-11-28 16:02:07.000
1117,4.4,Uber,Financial District,Fenway,12.0,1.0,ca6e8643-5bbe-47fd-ab18-02a0e1c17fec,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 18:02:07.741,2018-11-28:18.02.07,41.37,Fenway,0.96,991.49,0.003,0.63,9.48,2018-11-28 18:02:07.000
2838,4.32,Lyft,Financial District,Fenway,22.5,1.0,1647e3a8-02d1-48fd-9438-f3a364ad3a3d,lyft_plus,Lyft XL,2018-11-28 11:06:24.370,2018-11-28:11.06.24,33.12,Fenway,0.4,990.69,0.0,0.82,6.52,2018-11-28 11:06:24.000
848,1.22,Lyft,Beacon Hill,Haymarket Square,9.0,1.0,bf4ffbcc-c087-4bfb-9480-9f7ec881462a,lyft,Lyft,2018-11-29 01:09:23.541,2018-11-29:01.09.23,38.58,Haymarket Square,0.67,997.22,0.0,0.71,10.1,2018-11-29 01:09:23.000
48,3.13,Lyft,Boston University,North Station,7.0,1.0,2ab7f50f-d216-4975-9461-82b519bdc7c7,lyft_line,Shared,2018-11-28 23:02:09.097,2018-11-28:23.02.09,39.9,North Station,0.98,995.03,0.0,0.64,9.99,2018-11-28 23:02:09.000
1995,2.48,Uber,South Station,Beacon Hill,8.5,1.0,bf51eb0f-c291-4aef-b45d-63055515df21,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 07:34:35.410,2018-11-28:07.34.35,34.83,Beacon Hill,0.13,991.63,0.0,0.8,6.65,2018-11-28 07:34:35.000
2712,3.3,Lyft,North Station,Northeastern University,26.0,1.0,829a298a-1a7f-4357-bb41-927b87b9c023,lyft_lux,Lux Black,2018-11-28 23:02:09.897,2018-11-28:23.02.09,39.88,Northeastern University,0.98,995.06,0.0,0.64,9.97,2018-11-28 23:02:09.000
3486,4.72,Uber,Financial District,Boston University,14.0,1.0,055a12ca-3139-41f4-ab8b-3bd6d735bcd7,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 17:02:08.126,2018-11-28:17.02.08,41.36,Boston University,0.91,991.51,0.0,0.63,9.18,2018-11-28 17:02:08.000
2977,4.52,Lyft,Fenway,Financial District,22.5,1.0,cbe0e2fe-d36d-41e5-b70e-fc853a176059,lyft_plus,Lyft XL,2018-11-29 02:32:09.003,2018-11-29:02.32.09,39.22,Financial District,0.35,998.16,0.0,0.68,10.51,2018-11-29 02:32:09.000
3479,3.01,Uber,Boston University,North Station,24.0,1.0,db3d4540-e862-4611-a40c-f199b7f9b146,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 07:33:43.260,2018-11-28:07.33.43,35.0,North Station,0.15,991.75,0.0,0.8,6.66,2018-11-28 07:33:43.000
1363,2.3,Lyft,Back Bay,Haymarket Square,13.5,1.0,890d499b-615b-4a33-9013-fa1eb71e2e23,lyft_plus,Lyft XL,2018-11-28 14:32:08.056,2018-11-28:14.32.08,38.94,Haymarket Square,0.44,991.93,0.0,0.67,11.17,2018-11-28 14:32:08.000
2274,2.89,Lyft,Financial District,Northeastern University,7.0,1.0,2f2793ba-a8cb-4294-9563-5da6b9862293,lyft_line,Shared,2018-11-28 16:02:07.197,2018-11-28:16.02.07,41.4,Northeastern University,0.61,991.57,0.0,0.61,9.96,2018-11-28 16:02:07.000
1372,4.72,Uber,Financial District,Boston University,34.0,1.0,bc6f6fd5-4cd2-42e9-b098-ab427d414dcb,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26 06:29:02.380,2018-11-26:06.29.02,40.45,Boston University,1.0,1014.16,0.0,0.92,1.27,2018-11-26 06:29:02.000
1097,0.57,Lyft,Financial District,South Station,7.0,1.0,daf72a5e-db54-4206-8737-7a3006ca78d1,lyft,Lyft,2018-11-29 01:02:08.714,2018-11-29:01.02.08,36.8,South Station,0.71,997.12,0.0,0.76,10.01,2018-11-29 01:02:08.000
1719,1.12,Lyft,Theatre District,South Station,7.0,1.0,93246d56-191b-4e0c-92ed-c1d155dfe149,lyft,Lyft,2018-11-28 11:02:07.610,2018-11-28:11.02.07,33.78,South Station,0.37,990.64,0.0,0.8,6.56,2018-11-28 11:02:07.000
1434,2.03,Lyft,Back Bay,South Station,9.0,1.0,ea759280-5263-4e76-bc4e-bf9ba7428802,lyft_line,Shared,2018-11-29 00:02:07.986,2018-11-29:00.02.07,39.54,South Station,0.83,996.08,0.0,0.66,10.8,2018-11-29 00:02:07.000
1298,2.72,Lyft,Beacon Hill,Boston University,16.5,1.0,ee667e9a-6a6c-4350-b533-76474f418f9e,lyft_plus,Lyft XL,2018-11-29 02:07:18.360,2018-11-29:02.07.18,38.44,Boston University,0.5,997.93,0.0,0.7,10.14,2018-11-29 02:07:18.000
2172,4.58,Lyft,Financial District,Boston University,42.5,1.0,2a127ba4-b9b5-4565-a6ad-5fc308c41b0a,lyft_luxsuv,Lux Black XL,2018-11-28 16:02:08.213,2018-11-28:16.02.08,41.05,Boston University,0.61,991.57,0.0,0.62,9.9,2018-11-28 16:02:08.000
2113,2.37,Uber,Fenway,Beacon Hill,30.5,1.0,d637f161-dd1c-4b86-b235-4b895162ccac,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26 11:05:10.250,2018-11-26:11.05.10,40.18,Beacon Hill,0.97,1015.27,0.0,0.94,2.35,2018-11-26 11:05:10.000
2932,3.19,Lyft,Fenway,North Station,19.5,1.0,443bc637-5501-4a8b-afe9-7fb681978625,lyft_premier,Lux,2018-12-14 01:45:03.745,2018-12-14:01.45.03,30.07,North Station,0.79,1035.03,0.0,0.69,2.28,2018-12-14 01:45:03.000
3174,1.27,Lyft,West End,North End,11.0,1.0,b84955e2-6417-4452-8696-9da97ba243f0,lyft_plus,Lyft XL,2018-11-28 11:02:07.983,2018-11-28:11.02.07,33.25,North End,0.37,990.64,0.0,0.82,6.55,2018-11-28 11:02:07.000
202,3.25,Lyft,Northeastern University,North Station,3.0,1.0,eacaba66-581e-41bb-8ba4-6befd80f923b,lyft_line,Shared,2018-11-26 13:05:10.154,2018-11-26:13.05.10,41.72,North Station,0.93,1015.39,0.004,0.91,3.55,2018-11-26 13:05:10.000
2137,1.68,Uber,South Station,Back Bay,28.0,1.0,03ccd73c-2458-4087-bad7-ea093c31d19a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 17:02:07.835,2018-11-28:17.02.07,41.38,Back Bay,0.92,991.5,0.0,0.63,9.22,2018-11-28 17:02:07.000
1405,4.4,Uber,Financial District,Fenway,15.0,1.0,96df3005-827a-49a6-aa18-48fc72d2d911,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26 16:05:09.859,2018-11-26:16.05.09,44.86,Fenway,1.0,1014.08,0.0,0.87,4.22,2018-11-26 16:05:09.000
1544,2.98,Lyft,Fenway,West End,32.5,1.0,e048b1d5-b720-4ad0-890f-73b73eca5d7e,lyft_luxsuv,Lux Black XL,2018-11-29 01:02:08.377,2018-11-29:01.02.08,38.61,West End,0.7,997.12,0.0,0.71,9.92,2018-11-29 01:02:08.000
954,1.0,Uber,Financial District,Haymarket Square,7.5,1.0,c8207921-76d3-40d8-a6f9-60bc0796d7f1,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 01:02:08.510,2018-11-29:01.02.08,38.69,Haymarket Square,0.7,997.11,0.0,0.71,9.95,2018-11-29 01:02:08.000
2036,5.7,Uber,Boston University,Financial District,16.0,1.0,368e177e-2cd1-4873-8e7d-e801e0dea57a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 07:33:43.255,2018-11-28:07.33.43,35.85,Financial District,0.15,991.76,0.0,0.77,6.71,2018-11-28 07:33:43.000
3150,2.2,Uber,Haymarket Square,Back Bay,21.5,1.0,19b76735-5149-41b3-81c9-53accbe5eb68,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 06:41:41.976,2018-11-29:06.41.41,37.63,Back Bay,0.61,1000.62,0.0,0.71,10.5,2018-11-29 06:41:41.000
2923,1.14,Lyft,Financial District,North End,26.0,1.0,6e2806a4-1c77-46b8-a479-518e55fc370b,lyft_luxsuv,Lux Black XL,2018-11-28 14:02:07.720,2018-11-28:14.02.07,38.4,North End,0.48,991.64,0.0,0.67,11.33,2018-11-28 14:02:07.000
1667,1.5,Lyft,Theatre District,North End,16.5,1.0,89d879f6-88f1-4bb7-9de1-c5c700d8738c,lyft_plus,Lyft XL,2018-11-28 00:45:22.209,2018-11-28:00.45.22,38.95,North End,0.04,992.09,0.0,0.72,7.54,2018-11-28 00:45:22.000
1044,3.14,Lyft,Fenway,Theatre District,7.0,1.0,5f8424b1-2a7d-4753-8fe1-f38cc6900f70,lyft_line,Shared,2018-11-28 07:31:37.688,2018-11-28:07.31.37,34.93,Theatre District,0.15,991.77,0.0,0.8,6.63,2018-11-28 07:31:37.000
867,1.45,Lyft,Back Bay,Northeastern University,7.0,1.0,d4bfe347-0e11-4f68-9dcd-44c6f8e4ee58,lyft,Lyft,2018-11-28 00:45:22.194,2018-11-28:00.45.22,38.75,Northeastern University,0.04,992.12,0.0,0.73,7.43,2018-11-28 00:45:22.000
2337,2.45,Uber,Theatre District,Boston University,8.0,1.0,5721bf41-bf29-4aea-b75d-6ad23d657ba5,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-27 00:58:48.724,2018-11-27:00.58.48,43.99,Boston University,0.98,1005.93,0.1662,0.9,9.82,2018-11-27 00:58:48.000
3496,2.93,Lyft,Fenway,West End,16.5,1.0,29779746-c40f-422a-b90b-e30be902c531,lyft_plus,Lyft XL,2018-11-29 01:09:23.506,2018-11-29:01.09.23,38.49,West End,0.67,997.22,0.0,0.71,10.07,2018-11-29 01:09:23.000
445,1.79,Uber,Back Bay,Haymarket Square,9.0,1.0,a6623f82-e31f-4a1b-922e-374aabdd1863,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 23:53:40.750,2018-11-28:23.53.40,39.3,Haymarket Square,0.85,995.95,0.0,0.66,10.54,2018-11-28 23:53:40.000
3654,3.26,Uber,West End,Fenway,14.0,1.0,77f4d135-70c4-455f-9a17-285320df7e72,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 15:06:22.471,2018-11-28:15.06.22,39.64,Fenway,0.28,991.79,0.0,0.65,8.4,2018-11-28 15:06:22.000
3261,1.04,Uber,Financial District,North End,16.0,1.0,0e2ad0f9-8ad3-47d2-bdfc-827cf5bc137a,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 22:32:09.133,2018-11-28:22.32.09,40.1,North End,0.8,994.64,0.0,0.66,10.1,2018-11-28 22:32:09.000
129,3.4,Lyft,Northeastern University,Financial District,38.0,1.0,1606967c-4d6c-4441-931b-f465bc6b174b,lyft_luxsuv,Lux Black XL,2018-11-28 17:02:08.127,2018-11-28:17.02.08,41.41,Financial District,0.92,991.49,0.0,0.63,9.25,2018-11-28 17:02:08.000
1557,0.39,Uber,South Station,Financial District,9.5,1.0,783f68e0-c3dd-4570-b22e-fe14d58402b3,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 14:02:07.935,2018-11-28:14.02.07,38.42,Financial District,0.49,991.65,0.0,0.67,11.27,2018-11-28 14:02:07.000
1108,2.51,Lyft,Beacon Hill,South Station,30.0,1.0,1bf786ac-d1c6-4a6c-8a29-93a2dad2be4f,lyft_luxsuv,Lux Black XL,2018-11-28 13:32:07.893,2018-11-28:13.32.07,38.39,South Station,0.55,991.84,0.0,0.68,6.83,2018-11-28 13:32:07.000
1542,2.98,Lyft,Fenway,West End,7.0,1.0,7e9b3b62-d394-4198-b854-c44d63d34cd0,lyft_line,Shared,2018-11-29 01:02:08.377,2018-11-29:01.02.08,38.61,West End,0.7,997.12,0.0,0.71,9.92,2018-11-29 01:02:08.000
3843,3.12,Lyft,West End,Boston University,11.0,1.0,5af94052-042d-4bfb-b83e-b59388f70f1c,lyft,Lyft,2018-11-28 12:32:07.956,2018-11-28:12.32.07,35.98,Boston University,0.73,991.33,0.0,0.72,7.5,2018-11-28 12:32:07.000
751,2.69,Lyft,Theatre District,Fenway,27.5,1.0,82e1a5c4-e8e1-432c-9f14-d1be428a8ab1,lyft_lux,Lux Black,2018-11-28 14:02:08.095,2018-11-28:14.02.08,38.48,Fenway,0.49,991.67,0.0,0.67,11.49,2018-11-28 14:02:08.000
493,2.8,Lyft,West End,Fenway,38.5,1.0,a8bb5ddb-dd0d-4e70-b4ab-faff074d677b,lyft_luxsuv,Lux Black XL,2018-11-28 22:02:08.140,2018-11-28:22.02.08,40.62,Fenway,0.83,994.1,0.0,0.63,9.21,2018-11-28 22:02:08.000
809,2.46,Uber,Beacon Hill,Fenway,22.5,1.0,438929e6-bcf0-4524-bada-c625b4da6fa3,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 02:32:08.276,2018-11-29:02.32.08,37.93,Fenway,0.37,998.28,0.0,0.71,10.88,2018-11-29 02:32:08.000
